EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.Params.maxLeaders
EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.BaseRule.Universe
EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.UpdateRule
EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.Params
EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.BaseRule.View
EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.Keyed
EDGE	LeanDag.Barnacle.PartialRun	LeanDag.Barnacle.BaseRule
NODE	LeanDag.decidableIsLeaderBlock	LeanDag.Mysticeti	def
EDGE	LeanDag.decidableIsLeaderBlock	LeanDag.Faults
EDGE	LeanDag.decidableIsLeaderBlock	LeanDag.BlockUniverse
EDGE	LeanDag.decidableIsLeaderBlock	LeanDag.IsLeaderBlock
EDGE	LeanDag.decidableIsLeaderBlock	LeanDag.Slots
EDGE	LeanDag.decidableIsLeaderBlock	LeanDag.decidableIsLeaderBlock._aux_1
NODE	LeanDagTest.Hydrozoan.V4._proof_2	LeanDagTest.Hydrozoan.DirectSafety	thm
EDGE	LeanDagTest.Hydrozoan.V4._proof_2	LeanDag.Hydrozoan.Block.parents
EDGE	LeanDagTest.Hydrozoan.V4._proof_2	LeanDagTest.Hydrozoan.U4
EDGE	LeanDagTest.Hydrozoan.V4._proof_2	LeanDagTest.Hydrozoan.sevenReplicas
EDGE	LeanDagTest.Hydrozoan.V4._proof_2	LeanDag.Hydrozoan.BlockUniverse.block
EDGE	LeanDagTest.Hydrozoan.V4._proof_2	LeanDagTest.Hydrozoan.lk4._proof_6
NODE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDagTest.FinWhale.Pace	def
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDagTest.FinWhalePace.fwSlots
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDagTest.Ugrow
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDag.ReactiveM
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDagTest.FinWhalePace.fwReactive
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDag.Correct
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDagTest.FinWhalePace.fwReactiveCorrect._proof_1
EDGE	LeanDagTest.FinWhalePace.fwReactiveCorrect	LeanDagTest.instFaultsFinOfNatNat_leanDagTest
NODE	LeanDagTest.Hydrozoan.instFaultsFinOfNatNat_leanDagTest	LeanDagTest.Hydrozoan.Thresholds	def
EDGE	LeanDagTest.Hydrozoan.instFaultsFinOfNatNat_leanDagTest	LeanDagTest.Hydrozoan.tight
EDGE	LeanDagTest.Hydrozoan.instFaultsFinOfNatNat_leanDagTest	LeanDag.Hydrozoan.Faults
NODE	LeanDag.card_filter_not_correct_le._simp_1_3	LeanDag.DoS.Novelty	thm
NODE	LeanDag.BlockUniverse.mk.inj	LeanDag.BlockDag	thm
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.Block
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.Faults
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.BlockUniverse.mk.noConfusion
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.Block.refs
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.Correct
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.BlockUniverse.mk
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.Block.round
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.BlockUniverse
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.Block.creator
EDGE	LeanDag.BlockUniverse.mk.inj	LeanDag.ValidWrt
NODE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Nemo.Basic	thm
EDGE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Nemo.Universe
EDGE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Nemo.Universe.block
EDGE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Block.round
EDGE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Block.creator
EDGE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Nemo.Universe.ids
EDGE	LeanDag.Nemo.Universe.eq_of_creator_eq	LeanDag.Nemo.Universe.no_equivocation
NODE	LeanDag.Barnacle.Odontoceti.holds._proof_1_1	LeanDag.Barnacle.Odontoceti.Proof	thm
EDGE	LeanDag.Barnacle.Odontoceti.holds._proof_1_1	LeanDag.Faults5
EDGE	LeanDag.Barnacle.Odontoceti.holds._proof_1_1	LeanDag.Faults.f
EDGE	LeanDag.Barnacle.Odontoceti.holds._proof_1_1	LeanDag.Faults5.toFaults
NODE	LeanDag.MahiMahi.votesIn_spec._proof_1_1	LeanDag.MahiMahi.Helpers.Rules	thm
EDGE	LeanDag.MahiMahi.votesIn_spec._proof_1_1	LeanDag.Faults
EDGE	LeanDag.MahiMahi.votesIn_spec._proof_1_1	LeanDag.BlockUniverse.block
EDGE	LeanDag.MahiMahi.votesIn_spec._proof_1_1	LeanDag.Block.round
EDGE	LeanDag.MahiMahi.votesIn_spec._proof_1_1	LeanDag.BlockUniverse
EDGE	LeanDag.MahiMahi.votesIn_spec._proof_1_1	LeanDag.MahiMahi.votingRound
NODE	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound.mk.noConfusion	LeanDag.Hybrid.Checkpoint.RecoverySpec	def
EDGE	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound.mk.noConfusion	LeanDag.HybridFaults
EDGE	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound.mk.noConfusion	LeanDag.Hybrid.Checkpoint.Model.Execution.AuthenticatedBroadcast.delivered
EDGE	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound.mk.noConfusion	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound
EDGE	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound.mk.noConfusion	LeanDag.Hybrid.Checkpoint.CheckpointData
EDGE	LeanDag.Hybrid.Checkpoint.Model.Execution.RecoveryRound.mk.noConfusion	LeanDag.Hybrid.Checkpoint.Model.RecoveryCorrect
